Model,p-value,y_true,y_pred,residual,absolute_residual,squared_residual,standardized_residual
Model_A,0.7018984575423644,0.4967141530112327,0.3551770788061912,0.14153707420504147,0.14153707420504147,0.020032743374523414,1.491608900796547
Model_A,0.7018984575423644,-0.13826430117118466,-0.18032883344772055,0.04206453227653589,0.04206453227653589,0.00176942487564373,0.44330314939694915
Model_A,0.7018984575423644,0.6476885381006925,0.6134170864480155,0.034271451652676976,0.034271451652676976,0.0011745323983817755,0.36117464357286155
Model_A,0.7018984575423644,1.5230298564080254,1.4428021294858635,0.08022772692216185,0.08022772692216185,0.006436488167096972,0.8454914886428312
Model_A,0.7018984575423644,-0.23415337472333597,-0.2502819458899369,0.016128571166600936,0.016128571166600936,0.0002601308078761111,0.16997327692658767
Model_A,0.7018984575423644,-0.23413695694918055,-0.1937318712677267,-0.040405085681453845,0.040405085681453845,0.0016325709489256265,-0.4258148317563352
Model_A,0.7018984575423644,1.5792128155073915,1.7678314056284445,-0.1886185901210531,0.1886185901210531,0.03557697253925383,-1.987784256955038
Model_A,0.7018984575423644,0.7674347291529088,0.7848925104360926,-0.01745778128318387,0.01745778128318387,0.0003047741273314851,-0.18398134973761446
Model_A,0.7018984575423644,-0.4694743859349521,-0.44371934686267567,-0.025755039072276442,0.025755039072276442,0.0006633220376144862,-0.27142319944325943
Model_A,0.7018984575423644,0.5425600435859647,0.535115452009348,0.007444591576616699,0.007444591576616699,5.542194374263231e-05,0.07845590366231361
Model_A,0.7018984575423644,-0.46341769281246226,-0.6552948143423665,0.19187712152990422,0.19187712152990422,0.03681682976660163,2.022124760884957
Model_A,0.7018984575423644,-0.46572975357025687,-0.46838114111517853,0.0026513875449216684,0.0026513875449216684,7.029855913365752e-06,0.02794203062115718
Model_A,0.7018984575423644,0.24196227156603412,0.24798529256013677,-0.006023020994102651,0.006023020994102651,3.627678189540129e-05,-0.06347447674008777
Model_A,0.7018984575423644,-1.913280244657798,-1.6669560334092692,-0.24632421124852866,0.24632421124852866,0.06067561704720977,-2.5959232804807195
Model_A,0.7018984575423644,-1.7249178325130328,-1.744153928991145,0.019236096478112197,0.019236096478112197,0.00037002740771524046,0.20272238128765308
Model_A,0.7018984575423644,-0.5622875292409727,-0.5321327950076115,-0.030154734233361236,0.030154734233361236,0.000909307996684648,-0.3177900224112011
Model_A,0.7018984575423644,-1.0128311203344238,-1.016302297304948,0.003471176970524237,0.003471176970524237,1.2049069560697818e-05,0.03658149989714511
Model_A,0.7018984575423644,0.3142473325952739,0.19737952883332066,0.11686780376195322,0.11686780376195322,0.013658083556142406,1.231628230885561
Model_A,0.7018984575423644,-0.9080240755212109,-0.7937417940697088,-0.1142822814515021,0.1142822814515021,0.01306043985376034,-1.2043803305517589
Model_A,0.7018984575423644,-1.4123037013352915,-1.3371103980666141,-0.07519330326867735,0.07519330326867735,0.005654032856455283,-0.7924354877745394
Model_A,0.7018984575423644,1.465648768921554,1.5447519636258586,-0.0791031947043046,0.0791031947043046,0.006257315412427124,-0.8336404434321721
Model_A,0.7018984575423644,-0.22577630048653566,-0.3167150459660095,0.09093874547947386,0.09093874547947386,0.008269855429380529,0.9583711048594176
Model_A,0.7018984575423644,0.06752820468792384,0.20780763578153377,-0.14027943109360994,0.14027943109360994,0.019678318787946857,-1.4783550472067861
Model_A,0.7018984575423644,-1.4247481862134568,-1.5649332924926849,0.1401851062792281,0.1401851062792281,0.019651864022518475,1.477360991525699
Model_A,0.7018984575423644,-0.5443827245251827,-0.4856970151451556,-0.05868570938002704,0.05868570938002704,0.0034440124854369938,-0.6184678251437937
Model_A,0.7018984575423644,0.11092258970986608,0.32996815229086396,-0.2190455625809979,0.2190455625809979,0.04798095848642586,-2.3084433012404713
